address,authors,authors_original,booktitle,date,editor,editors_original,id,institution,journal,month,note,pages,publisher,tech,title,type,volume,year
los altos ca ,mitchell t utgoff p e and banerji r ,mitchell t utgoff p e and banerji r ,machine learning an artificial intelligence approach ,,in r s michalski j g carbonell and t m mitchell eds ,,1374,,,,,pp 163 189 ,morgan kaufmann inc ,,learning by experimentation acquiring and refining problem solving heuristics ,,,1983
los altos ca ,mitchell t utgoff p e and banerji r ,mitchell t utgoff p e and banerji r ,machine learning an artificial intelligence approach ,,in r s michalski j g carbonell and t m mitchell eds ,,1375,,,,,pp 163 189 ,morgan kaufmann inc ,,learning by experimentation acquiring and refining problem solving heuristics ,,,1983
palo alto ca ,mitchell t utgoff p banerji r ,mitchell t utgoff p banerji r ,,,in michalski r carbonell j mitchell t eds ,,1376,,machine learning ,,,pp 163 190 ,tioga ,,learning by experimentation acquiring and refining problem solving heuristics ,,,1983
palo alto ca ,mitchell t utgoff p banerji r ,mitchell t utgoff p banerji r ,,,in michalski r carbonell j mitchell t eds ,,1377,,machine learning ,,,pp 163 190 ,tioga ,,learning by experimentation acquiring and refining problem solving heuristics ,,,1983
palo alto ca ,mitchell t utgoff p banerji r ,mitchell t utgoff p banerji r ,,,in michalski r carbonell j mitchell t eds ,,1378,,machine learning ,,,pp 163 190 ,tioga ,,learning by experimentation acquiring and refining problem solving heuristics ,,,1983
palo alto ca ,mitchell t utgoff p banerji r ,mitchell t utgoff p banerji r ,,,in michalski r carbonell j mitchell t eds ,,1379,,machine learning ,,,pp 163 190 ,tioga ,,learning by experimentation acquiring and refining problem solving heuristics ,,,1983
,mitchell t utgoff p banerji r ,mitchell t utgoff p banerji r ,machine learning an artificial intelligence approach ,,in michalski r et al eds ,,1380,,,,,,morgan kaufmann ,,learning by experimentation acquiring and refining problem solving heuristics ,,vol 1 ,1983
,mitchell t utgoff p banerji r ,mitchell t utgoff p banerji r ,machine learning an artificial intelligence approach ,,in michalski r et al eds ,,1381,,,,,,morgan kaufmann ,,learning by experimentation acquiring and refining problem solving heuristics ,,vol 1 ,1983
,mitchell t utgoff p and banerji r ,mitchell t utgoff p and banerji r ,an artificial intelligence approach chapter 6 ,,,,1382,,,,,pp 163 190 ,springer verlag ,,learning by experimentation acquiring and refining problem solving heuristics in machine learning ,,,1984
palo alto ca ,mitchell t utgoff t banerji r ,mitchell t utgoff t banerji r ,machine learning an artificial intelligence approach ,,in michalski r mitchell t carbonell j eds ,,1383,,,,,,morgan kaufmann ,,learning problem solving heuristics by experimentation ,,,1983
palo alto ca ,mitchell t utgoff t banerji r ,mitchell t utgoff t banerji r ,machine learning an artificial intelligence approach ,,in michalski r mitchell t carbonell j eds ,,1384,,,,,,morgan kaufmann ,,learning problem solving heuristics by experimentation ,,,1983
palo alto ca ,mitchell t utgoff t banerji r ,mitchell t utgoff t banerji r ,machine learning an artificial intelligence approach ,,in michalski r mitchell t carbonell j eds ,,1385,,,,,,morgan kaufmann ,,learning problem solving heuristics by experimentation ,,,1983
palo alto ca ,mitchell t utgoff t and banerji r ,mitchell t utgoff t and banerji r ,machine learning an artificial intelligence approach ,,in michalski r mitchell t and carbonell j editors ,,1386,,,,,,morgan kaufmann ,,learning problem solving heuristics by experimentation ,,,1983
,mitchell t m utgoff p and banerji r ,mitchell t m utgoff p and banerji r ,an artificial intelligence approach ,, eds michalski et al ,,1387,,,,,,,,learning by experimentation acquiring and refining problem solving heuristics in machine learning ,,,1983
san mateo ca ,mitchell t m utgoff p e and banerji r ,mitchell t m utgoff p e and banerji r ,,,mitchell eds r s michalski j g carbonell and t m ,,1388,,,,,pp 163 189 ,morgan kaufman publishers ,,learning by experimentation acquiring and refining problem solving heuristics machine learning an artificial intelligence approach ,,,1983
san mateo ca ,mitchell t m utgoff p e and banerji r ,mitchell t m utgoff p e and banerji r ,,,mitchell eds r s michalski j g carbonell and t m ,,1389,,,,,pp 163 189 ,morgan kaufman publishers ,,learning by experimentation acquiring and refining problem solving heuristics machine learning an artificial intelligence approach ,,,1983
san mateo ca ,mitchell t m utgoff p e and banerji r ,mitchell t m utgoff p e and banerji r ,,,mitchell eds r s michalski j g carbonell and t m ,,1390,,,,,pp 163 189 ,morgan kaufman publishers ,,learning by experimentation acquiring and refining problem solving heuristics machine learning an artificial intelligence approach ,,,1983
,mitchell t m utgoff p e and banerji r b ,mitchell t m utgoff p e and banerji r b ,in machine learning ,,,,1391,,,,,,morgan kaufmann ,,learning by experimentation acquiring and refining problem solving heuristics ,,,1983
,mitchell t m utgoff p e and banerji r b ,mitchell t m utgoff p e and banerji r b ,,,,,1392,,machine learning ,,,,morgan kaufmann ,,learning by experimentation acquiring and refining problem solving heuristics ,,,1983
,mitchell t m utgoff p e banerji r ,mitchell t m utgoff p e banerji r ,,,eds michalski carbonell mitchell ,,1393,,,,,,tioga press,,learning by experimentation acquiring and refining problem solving heuristics in machine learning,,,1983
,t mitchell utgoff p and banerji r ,t mitchell utgoff p and banerji r ,in machine learning an artificial intelligence approach ,,r michalski ,,1394,,,,,,j ,,learning by experimentation acquiring and refining problemsolving heuristics ,,,
,t mitchell utgoff p and banerji r ,t mitchell utgoff p and banerji r ,in machine learning an artificial intelligence approach ,,r michalski ,,1395,,,,,,j ,,learning by experimentation acquiring and refining problemsolving heuristics ,,,
,t m mitchell p e utgoff and r b banerji ,t m mitchell p e utgoff and r b banerji ,machine learning an artificial intelligence approach,,in r s michalski j g carbonell and t m mitchell editors ,,1396,,,,,,morgan kaufmann ,,learning by experimentation acquiring and refining problem solving heuristics ,, vol i ,1983
palo alto ca ,tom m mitchell paul e utgoff and ranan banerji ,tom m mitchell paul e utgoff and ranan banerji ,in machine learning an artificial intelligence approach ,,,,1397,,,,,pages 163 190 ,morgan kaufmann ,,learning problem solving heuristics by experimentation ,,,1983
palo alto ca ,tom m mitchell paul e utgoff and ranan banerji ,tom m mitchell paul e utgoff and ranan banerji ,in machine learning an artificial intelligence approach ,,,,1398,,,,,pages 163 190 ,morgan kaufmann ,,learning problem solving heuristics by experimentation ,,,1983
palo alto ca ,tom mitchell paul utgoff and ranan banerji ,tom mitchell paul utgoff and ranan banerji ,in machine learning an artificial intelligence approach ,,,,1399,,,,,,tioga press ,,learning by experimentation acquiring and refining problem solving heuristics ,,volume i ,1983
,mitchell t utgoff p and banerji r ,mitchell t utgoff p and banerji r ,machine learning an artificial intelligence approach ,,in michalski r and et al eds ,,1400,,,,,,morgan kaufmann ,,learning by experimentation acquiring and refining problem solving heuristics ,,volume 1 ,1983
palo alto california ,mitchell t m utgoff p e and banerji r ,mitchell t m utgoff p e and banerji r ,machine learning an artificial intelligence approach ,,in r s michalski j g carbonell and t m mitchell eds ,,1401,,,,,,tioga ,,learning by experimentation acquiring and refining problemsolving heuristics ,,,1983
palo alto ca ,t m mitchell p e utgoff and r b banerji ,t m mitchell p e utgoff and r b banerji ,machine learning ,,in j g carbonell r s michalski and t m mitchell editors ,,1402,,,,,,tioga ,,learning by experimentation acquiring and refining problem solving heuristics ,,,1983
palo alto ca ,t mitchell t utgoff and r banerji ,t mitchell t utgoff and r banerji ,machine learning an artificial intelligence approach ,,in r michalski t mitchell and j carbonell editors ,,1403,,,,,,morgan kaufmann ,,learning problem solving heuristics by experimentation ,,,1983
palo alto ca ,t mitchell t utgoff and r banerji ,t mitchell t utgoff and r banerji ,machine learning an artificial intelligence approach ,,in r michalski t mitchell and j carbonell editors ,,1404,,,,,,morgan kaufmann ,,learning problem solving heuristics by experimentation ,,,1983
,t m mitchell p e utgoff and r b banerji ,t m mitchell p e utgoff and r b banerji ,machine learning an artificial intelligence approach,,in s michalski ryszard g carbonell jaime references 44 and t m mitchell editors ,,1405,,,,,,morgan kaufmann ,,learning by experimentation acquiring and refining problem solving heuristics ,, volume i ,1983
,t m mitchell p e utgoff and r b banerji ,t m mitchell p e utgoff and r b banerji ,machine learning an artificial intelligence approach,,in s michalski ryszard g carbonell jaime references 44 and t m mitchell editors ,,1406,,,,,,morgan kaufmann ,,learning by experimentation acquiring and refining problem solving heuristics ,, volume i ,1983
palo alto ,t m mitchell p e utgoff and r banerji ,t m mitchell p e utgoff and r banerji ,machine learning an artificial intelligence approach ,,in r s michalski j g carbonell and t m mitchell editors ,,1407,,,,,pages 163 190 ,tioga publishing ,,learning by experimentation acquiring and refining problem solving heuristics ,,volume 1 ,1983
palo alto ca ,t m mitchell p utgoff and r banerji ,t m mitchell p utgoff and r banerji ,machine learning vol ,,in j g carbonell r s michalski and t m mitchell editors ,,1408,,,,,,tioga ,,learning by experimentation acquiring and refining problem solving heuristics ,,1,1983
san mateo ca ,mitchell t m utgoff p e banerji r b ,mitchell t m utgoff p e banerji r b ,machine learning an artificial intelligence approach,,in r s michalski j g carbonell t m mitchell eds ,,1409,,,,,,morgan kaufmann ,,learning by experimentation acquiring and refining problem solving heuristics ,, vol i ,1983
,t m mitchell p e utgoff and r b banerji ,t m mitchell p e utgoff and r b banerji ,machine learning an artificial intelligence approach ,,in r s michalski j g carbonell and t m mitchell editors ,,1410,,,,,,morgan kaufmann ,,learning by experimentation acquiring and refining problem solving heuristics ,,volume 1 ,1983
palo alto ca ,mitchell t m utgoff p e and banerji r b ,mitchell t m utgoff p e and banerji r b ,machine learning an artificial intelligence approach ,,in r s michalski j g carbonell and t m mitchell eds ,,1411,,,,,,tioga press ,,learning by experimentation acquiring and refining problem solving heuristics ,,,1983
palo alto ca,tom m mitchell paul e utgoff and ranan banerji ,tom m mitchell paul e utgoff and ranan banerji , in machine 58 learning an artificial intelligence approach ,,michalski ryszard s car bonell jamie g and mitchell tom m eds ,,1412,,,,,,tioga publishing company ,,learning by experimentation acquiring and refining problem solving heuristics,,volume i ,1983
los altos california ,t m mitchell p e utgoff and r banerji ,t m mitchell p e utgoff and r banerji ,machine learning an artificial intelligence approach ,,in r s michalski j g carbonell and t m mitchell editors ,,1413,,,,,pages 163 190 ,morgan kaufmann ,,learning by experimentation acquiring and refining problem solving heuristics ,,vol 1 ,1983
los altos ca ,mitchell t m ,mitchell t m ,proceedings of ijcai 83 ,,,,1414,,,,,1139 1151 ,morgan kaufmann ,,learning and problem solving ,,,1983
,tom m mitchell paul e utgoff and ranan banerji ,tom m mitchell paul e utgoff and ranan banerji ,,,in michalski et al ,,1415,,,,,pages 163 190 ,,,learning by experimentation acquiring and refining problem solving heuristics ,,30,
,tom m mitchaell and paul e utgoff ,tom m mitchaell and paul e utgoff ,in shavlik and dietterich,,,,1416,,,,,pages 510 522 ,,,learning by experimentation acquiring and refining problem solving heuristics ,,17,
,tom m mitchaell and paul e utgoff ,tom m mitchaell and paul e utgoff ,in shavlik and dietterich,,,,1417,,,,,pages 510 522 ,,,learning by experimentation acquiring and refining problem solving heuristics ,,17,
san mateo ca ,mitchell t and thrun s ,mitchell t and thrun s ,in proceedings of the tenth international conference on machine learning ,,p utgoff ed ,,1418,,,, http www informatik uni bonn de thrun mitchell ebl ml93 ps z ,,morgan kaufmann ,,explanation based learning a comparison of symbolic and neural network approaches ,,,1993
san mateo ca ,tom m mitchell and sebastian thrun ,tom m mitchell and sebastian thrun ,proceedings of the tenth international conference on machine learning ,,in paul e utgoff editor ,,1419,,,,,pages 197 204 ,morgan kaufmann ,,explanation based learning a comparison of symbolic and neural network approaches ,,,1993
san mateo ca ,tom m mitchell and sebastian thrun ,tom m mitchell and sebastian thrun ,proceedings of the tenth international conference on machine learning ,,in paul e utgoff editor ,,1420,,,,,pages 197 204 ,morgan kaufmann ,,explanation based learning a comparison of symbolic and neural network approaches ,,,1993
san mateo ca ,tom m mitchell and sebastian thrun ,tom m mitchell and sebastian thrun ,proceedings of the tenth international conference on machine learning ,,in paul e utgoff editor ,,1421,,,,,pages 197 204 ,morgan kaufmann ,,explanation based learning a comparison of symbolic and neural network approaches ,,,1993
san mateo ca ,tom m mitchell and sebastian thrun ,tom m mitchell and sebastian thrun ,proceedings of the tenth international conference on machine learning ,,in paul e utgoff editor ,,1422,,,,,pages 197 204 ,morgan kaufmann ,,explanation based learning a comparison of symbolic and neural network approaches ,,,1993
san mateo ca ,tom m mitchell and sebastian thrun ,tom m mitchell and sebastian thrun ,proceedings of the tenth international conference on machine learning ,,in paul e utgoff editor ,,1423,,,,,pages 197 204 ,morgan kaufmann ,,explanation based learning a comparison of symbolic and neural network approaches ,,,1993
,dunja mladenic ,dunja mladenic ,in ml 93 ,,editor paul e utgoff ,,1424,,,,,pages 205 211 ,,,combinatorial optimization in inductive concept learning ,,,
,dunja mladenic ,dunja mladenic ,in ml 93 ,,editor paul e utgoff ,,1425,,,,,pages 205 211 ,,,combinatorial optimization in inductive concept learning ,,,
,dunja mladenic ,dunja mladenic ,in ml 93 ,,editor paul e utgoff ,,1426,,,,,pages 205 211 ,,,combinatorial optimization in inductive concept learning ,,,
,dunja mladenic ,dunja mladenic ,in ml 93 ,,editor paul e utgoff ,,1427,,,,,pages 205 211 ,,,combinatorial optimization in inductive concept learning ,,,
,dunja mladenic ,dunja mladenic ,in ml 93 ,,editor paul e utgoff ,,1428,,,,,pages 205 211 ,,,combinatorial optimization in inductive concept learning ,,,
,dunja mladenic ,dunja mladenic ,in ml 93 ,,editor paul e utgoff ,,1429,,,,,pages 205 211 ,,,combinatorial optimization in inductive concept learning ,,,
,dunja mladenic ,dunja mladenic ,in ml 93 ,,editor paul e utgoff ,,1430,,,,,pages 205 211 ,,,combinatorial optimization in inductive concept learning ,,,
,dunja mladenic ,dunja mladenic ,in ml 93 ,,editor paul e utgoff ,,1431,,,,,pages 205 211 ,,,combinatorial optimization in inductive concept learning ,,,
,dunja mladenic ,dunja mladenic ,in ml 93 ,,editor paul e utgoff ,,1432,,,,,pages 205 211 ,,,combinatorial optimization in inductive concept learning ,,,
san mateo ca ,mladenic d ,mladenic d ,in machine learning proceedings of the tenth international conference ,, p e utgoff ed ,,1433,,,,,pp 205 211 ,morgan kaufmann pubishers ,,combinatorial optimization in inductive concept learning ,,,1993
,moss e cavazos j stefanovic d utgoff p precup d scheeff d brodley c ,moss e cavazos j stefanovic d utgoff p precup d scheeff d brodley c ,,,,,1434,,,,submitted for publication ,,,,learning policies for local instruction scheduling ,,,1997
san francisco ca ,musick r catlett j russell s ,musick r catlett j russell s ,proceedings of the tenth international conference on machine learning ,,in utgoff p e ed ,,1435,,,,,pp 212 219,morgan kaufmann ,,decision theoretic subsampling for induction on large databases ,,,1992
,r musick jason catlett and s russell ,r musick jason catlett and s russell ,in ml 93 ,,editor paul e utgoff ,,1436,,,,,pages 212 219 ,,,decision theoretic subsampling for induction on large databases ,,,
,r musick jason catlett and s russell ,r musick jason catlett and s russell ,in ml 93 ,,editor paul e utgoff ,,1437,,,,,pages 212 219 ,,,decision theoretic subsampling for induction on large databases ,,,
,r musick jason catlett and s russell ,r musick jason catlett and s russell ,in ml 93 ,,editor paul e utgoff ,,1438,,,,,pages 212 219 ,,,decision theoretic subsampling for induction on large databases ,,,
,r musick jason catlett and s russell ,r musick jason catlett and s russell ,in ml 93 ,,editor paul e utgoff ,,1439,,,,,pages 212 219 ,,,decision theoretic subsampling for induction on large databases ,,,
,r musick jason catlett and s russell ,r musick jason catlett and s russell ,in ml 93 ,,editor paul e utgoff ,,1440,,,,,pages 212 219 ,,,decision theoretic subsampling for induction on large databases ,,,
,r musick jason catlett and s russell ,r musick jason catlett and s russell ,in ml 93 ,,editor paul e utgoff ,,1441,,,,,pages 212 219 ,,,decision theoretic subsampling for induction on large databases ,,,
,r musick jason catlett and s russell ,r musick jason catlett and s russell ,in ml 93 ,,editor paul e utgoff ,,1442,,,,,pages 212 219 ,,,decision theoretic subsampling for induction on large databases ,,,
,r musick jason catlett and s russell ,r musick jason catlett and s russell ,in ml 93 ,,editor paul e utgoff ,,1443,,,,,pages 212 219 ,,,decision theoretic subsampling for induction on large databases ,,,
,r musick jason catlett and s russell ,r musick jason catlett and s russell ,in ml 93 ,,editor paul e utgoff ,,1444,,,,,pages 212 219 ,,,decision theoretic subsampling for induction on large databases ,,,
san mateo ,j r ,j r ,proc ml 93,, ed p e utgoff ,,1445,,,,,,morgan kaufmann ,,quinlan 1993 combining instance based and model based learning ,,,
san francisco ca ,quinlan j r ,quinlan j r ,proc int conf on mach learn ,,in utgoff p e ed ,,1446,,,,,,morgan kaufmann ,,combining instance based and model based learning ,,, 1993b 
san mateo ca ,quinlan j r ,quinlan j r ,proceedings of the machine learning conference 93 ,,in p e utgoff editor ,,1447,,,,,,morgan kaufmann ,,combining instance based and model based learning ,,,1993
,john ross quinlan ,john ross quinlan ,in ml 93 ,,editor paul e utgoff ,,1448,,,,,pages 236 243 ,,,combining instance based and model based learning ,,,
,john ross quinlan ,john ross quinlan ,in ml 93 ,,editor paul e utgoff ,,1449,,,,,pages 236 243 ,,,combining instance based and model based learning ,,,
,john ross quinlan ,john ross quinlan ,in ml 93 ,,editor paul e utgoff ,,1450,,,,,pages 236 243 ,,,combining instance based and model based learning ,,,
,john ross quinlan ,john ross quinlan ,in ml 93 ,,editor paul e utgoff ,,1451,,,,,pages 236 243 ,,,combining instance based and model based learning ,,,
,john ross quinlan ,john ross quinlan ,in ml 93 ,,editor paul e utgoff ,,1452,,,,,pages 236 243 ,,,combining instance based and model based learning ,,,
,john ross quinlan ,john ross quinlan ,in ml 93 ,,editor paul e utgoff ,,1453,,,,,pages 236 243 ,,,combining instance based and model based learning ,,,
,john ross quinlan ,john ross quinlan ,in ml 93 ,,editor paul e utgoff ,,1454,,,,,pages 236 243 ,,,combining instance based and model based learning ,,,
,john ross quinlan ,john ross quinlan ,in ml 93 ,,editor paul e utgoff ,,1455,,,,,pages 236 243 ,,,combining instance based and model based learning ,,,
,john ross quinlan ,john ross quinlan ,in ml 93 ,,editor paul e utgoff ,,1456,,,,,pages 236 243 ,,,combining instance based and model based learning ,,,
san mateo ,quinlan j r ,quinlan j r ,proceedings of the 10th international conference on machine learning ,,in utgoff p e editor ,,1457,,,,,,morgan kaufmann ,,combining instance based and model based learn ing ,,, 1993b 
san mateo ,quinlan j r ,quinlan j r ,proceedings of the 10th international conference on machine learning ,,in utgoff p e editor ,,1458,,,,,,morgan kaufmann ,,combining instance based and model based learning ,,, 1993b 
amherst ma ,ragavan h rendell l ,ragavan h rendell l ,machine learning proceedings of the tenth international conference ,,in utgoff p e ed mlc 93 ,,1459,university of massachusetts ,,,,pp 252 259,morgan kaufmann publishers inc ,,lookahead feature construction for learning hard concepts ,,,1993
,harish ragavan and larry rendell ,harish ragavan and larry rendell ,in ml 93 ,,editor paul e utgoff ,,1460,,,,,pages 252 259 ,,,lookahead feature construction for learning hard concepts ,,,
,harish ragavan and larry rendell ,harish ragavan and larry rendell ,in ml 93 ,,editor paul e utgoff,,1461,,,,,pages 252 259 ,,,lookahead feature construction for learning hard concepts ,,,
,harish ragavan and larry rendell ,harish ragavan and larry rendell ,in ml 93 ,,editor paul e utgoff ,,1462,,,,,pages 252 259 ,,,lookahead feature construction for learning hard concepts ,,,
,harish ragavan and larry rendell ,harish ragavan and larry rendell ,in ml 93 ,,editor paul e utgoff ,,1463,,,,,pages 252 259 ,,,lookahead feature construction for learning hard concepts ,,,
,harish ragavan and larry rendell ,harish ragavan and larry rendell ,in ml 93 ,,editor paul e utgoff,,1464,,,,,pages 252 259 ,,,lookahead feature construction for learning hard concepts ,,,
,harish ragavan and larry rendell ,harish ragavan and larry rendell ,in ml 93 ,,editor paul e utgoff,,1465,,,,,pages 252 259 ,,,lookahead feature construction for learning hard concepts ,,,
,harish ragavan and larry rendell ,harish ragavan and larry rendell ,in ml 93 ,,editor paul e utgoff ,,1466,,,,,pages 252 259 ,,,lookahead feature construction for learning hard concepts ,,,
,harish ragavan and larry rendell ,harish ragavan and larry rendell ,in ml 93 ,,editor paul e utgoff,,1467,,,,,pages 252 259 ,,,lookahead feature construction for learning hard concepts ,,,
,harish ragavan and larry rendell ,harish ragavan and larry rendell ,in ml 93 ,,editor paul e utgoff ,,1468,,,,,pages 252 259 ,,,lookahead feature construction for learning hard concepts ,,,
,ron rymon ,ron rymon ,in ml 93 ,,editor paul e utgoff ,,1469,,,,,pages 268 275 ,,,an se tree based characterization of the induction problem ,,,
,ron rymon ,ron rymon ,in ml 93 ,,editor paul e utgoff ,,1470,,,,,pages 268 275 ,,,an se tree based characterization of the induction problem ,,,
,ron rymon ,ron rymon ,in ml 93 ,,editor paul e utgoff ,,1471,,,,,pages 268 275 ,,,an se tree based characterization of the induction problem ,,,
,ron rymon ,ron rymon ,in ml 93 ,,editor paul e utgoff ,,1472,,,,,pages 268 275 ,,,an se tree based characterization of the induction problem ,,,
,ron rymon ,ron rymon ,in ml 93 ,,editor paul e utgoff ,,1473,,,,,pages 268 275 ,,,an se tree based characterization of the induction problem ,,,
,ron rymon ,ron rymon ,in ml 93 ,,editor paul e utgoff ,,1474,,,,,pages 268 275 ,,,an se tree based characterization of the induction problem ,,,
,ron rymon ,ron rymon ,in ml 93 ,,editor paul e utgoff ,,1475,,,,,pages 268 275 ,,,an se tree based characterization of the induction problem ,,,
,ron rymon ,ron rymon ,in ml 93 ,,editor paul e utgoff ,,1476,,,,,pages 268 275 ,,,an se tree based characterization of the induction problem ,,,
,ron rymon ,ron rymon ,in ml 93 ,,editor paul e utgoff ,,1477,,,,,pages 268 275 ,,,an se tree based characterization of the induction problem ,,,
,david r safford douglas l schales and david k hess ,david r safford douglas l schales and david k hess ,in proceedings of the fourth usenix security symposium usenix association ,,,,1478,,,,,,,,the tamu security package an outgoing response to internet intruders in an academic environment ,,,1993
,schmill m d rosenstein m t cohen p r and utgoff p ,schmill m d rosenstein m t cohen p r and utgoff p ,,,,,1479,,,,to appear in proceedings of the second international conference on autonomous agents ,,,,learning what is relevant to the effects of actions for a mobile robot ,,,1998
,schwartz a ,schwartz a ,proceedings of the tenth international conference on machine learning ,,in p utgoff ed ,,1480,,,,,,morgan kaufmann ,,a reinforcement learning method for maximizing undiscounted rewards ,,,1993
san francisco ca ,schwartz a ,schwartz a ,proceedings of the tenth international conference on machine learning ,,in utgoff p ed ,,1481,,,,,pp 298 305,morgan kaufmann ,,a reinforcement learning method for maximizing undiscounted rewards ,,,1993
,stone c j ,stone c j ,,,,,1482,,the annals of statistics ,,,595 645 ,,, consistent nonparametric regression ,,5,1977
,torgo l ,torgo l ,,,,,1483,,,,,,,,incremental rule learning using entropy based search,,,1990
czech republic ,torgo l ,torgo l ,in proceedings of the 2nd international workshop on artificial intelligence techniques ait95 ,,zizka j and brazdil p eds ,,1484,,,,,,,, data fitting with rule based regression ,,,1995
los altos ca ,utgoff p e mitchell t m ,utgoff p e mitchell t m ,in proceedings of aaai 82 ,,,,1485,,,,,414 417 ,morgan kaufmann ,,acquisition of appropriate bias for inductive concept learning ,,,1982
pittsburgh pa ,utgoff p e mitchell t m ,utgoff p e mitchell t m ,proceedings of the second national conference on artificial intelligence,,,,1486,,,,, pp 414 417 ,morgan kaufmann ,,acquisition of appropriate bias for inductive concept learning ,,,1982
pittsburgh pa ,p e utgoff and t m mitchell ,p e utgoff and t m mitchell ,in proc of aaai 82 ,,,,1487,,,,,,,,acquisition of appropriate bias for inductive concept learning ,,,1982
,paul utgoff and tom m mitchell ,paul utgoff and tom m mitchell ,in aaai 82 ,,,,1488,,,,,pages 414 417 ,,,acquisition of appropriate bias for inductive concept learning ,,,1982
,utgoff p e mitchell tom m and banerji r b ,utgoff p e mitchell tom m and banerji r b ,in machine learning ,,,,1489,,,,,,tioga ,,learning by experimentation acquiring and refining problem solving heuristics ,,,1982
los angeles ca ,p e utgoff ,p e utgoff ,in ijcai 83 ,,,,1490,,,,,pages 447 449 ,kaufmann ,,adjusting bias in concept learning ,,,1983
rutgers university new brunswick nj ,utgoff p e ,utgoff p e ,,,,,1491,department of computer science ,,,,,,,shift of bias for inductive concept learning ,doctoral dissertation ,,1984
,paul utgoff ,paul utgoff ,,,,,1492,rutgers university ,,,,,,,shift of bias for inductive concept learning ,technical report cbm tr 145 ,,1984
,p e utgoff ,p e utgoff ,,,,,1493,rutgers laboratory for computer science research ,,oct ,,,,,shift of bias for inductive concept learning ,phd thesis ,,1984
,p e utgoff ,p e utgoff ,,,,,1494,rutgers laboratory for computer science research ,,oct ,,,,,shift of bias for inductive concept learning ,phd thesis ,,1984
,p utgoff ,p utgoff ,,,,,1495,rutgers laboratory for computer science research ,,octo ber,,,,,shift of bias for inductive concept learning ,phd thesis ,,1984
,p utgoff ,p utgoff ,,,,,1496,rutgers laboratory for computer science research ,,octo ber,,,,,shift of bias for inductive concept learning ,phd thesis ,,1984
boston ma ,utgoff p e ,utgoff p e ,,,,,1497,,,,,,kluwer academic ,,machine learning of inductive bias ,,12,1986
,utgoff p e ,utgoff p e ,machine learning of inductive bias hingham ,,,,1498,,,,,,ma kluwer ,,,,,1986
,utgoff p e ,utgoff p e ,machine learning of inductive bias hingham ,,,,1499,,,,,,ma kluwer ,,,,,1986
,p utgoff ,p utgoff ,machine learning of inductive bias ,,,,1500,,,,,,kluwer academic ,,,,,1986
,p utgoff ,p utgoff ,machine learning of inductive bias ,,,,1501,,,,,,kluwer academic ,,,,,1986
,paul e utgoff ,paul e utgoff ,machine learning of inductive bias ,,,,1502,,,,,,kluwer academic publishers ,,,,,1986
,paul e utgoff ,paul e utgoff ,machine learning of inductive bias ,,,,1503,,,,,,kluwer academic publishers ,,,,,1986
boston ma ,p e utgoff ,p e utgoff ,machine learning of inductive bias ,,,,1504,,,,,,kluwer academic publishers ,,,,,1986
boston ma ,p e utgoff ,p e utgoff ,machine learning of inductive bias ,,,,1505,,,,,,kluwer academic publishers ,,,,,1986
,p e utgoff ,p e utgoff ,machine learning of inductive bias ,,,,1506,,,,,,kluwer academic publishers ,,,,,1986
,p e utgoff ,p e utgoff ,machine learning of inductive bias ,,,,1507,,,,,,kluwer academic publishers ,,,,,1986
,p e utgoff ,p e utgoff ,machine learning of inductive bias ,,,,1508,,,,,,kluwer academic publishers ,,,,,1986
,utgoff p ,utgoff p ,machine learning of inductive bias ,,,,1509,,,,kluwer international series in engineering and computer science ,28,kluwer academic ,,,,vol 15 ,1986
,utgoff p e ,utgoff p e ,machine learning of inductive bias ,,,,1510,,,,,,kluwer academic publishers ,,,,32,1986
,utgoff p e ,utgoff p e ,machine learning of inductive bias ,,,,1511,,,,,,kluwer academic publishers ,,,,32,1986
boston ma ,p utgoff ,p utgoff ,machine learning of inductive bias ,,,,1512,,,,,,kluwer academic publishers ,,,,,1986
,utgoff p ,utgoff p ,machine learning of inductive bias ,,,,1513,,,,kluwer international series in engineering and computer science ,6,kluwer academic ,,,,vol 15 ,1986
,utgoff p e ,utgoff p e ,machine learning of inductive bias ,,,,1514,,,,,,kluwer academic publishers ,,,,35,1986
,utgoff p e ,utgoff p e ,machine learning of inductive bias ,,,,1515,,,,,,kluwer academic publishers ,,,,35,1986
,utgoff p e ,utgoff p e ,machine learning of inductive bias ,,,,1516,,,,,,kluwer academic publishers ,,,,35,1986
,utgoff p ,utgoff p ,machine learning of inductive bias ,,,,1517,,,,kluwer international series in engineering and computer science ,,kluwer academic ,,,,vol 15 ,1986
,p e utgoff ,p e utgoff ,machine learning of inductive bias ,,,,1518,,,,,,kluwer academic publishers ,,,,,1986
boston ma ,paul e utgoff ,paul e utgoff ,machine learning of inductive bias ,,,,1519,,,,,,kluwer academc publisher ,,,,,1986
boston ma ,paul e utgoff ,paul e utgoff ,machine learning of inductive bias ,,,,1520,,,,,,kluwer academc publisher ,,,,,1986
boston ma ,utgoff p e ,utgoff p e ,machine learning of inductive bias ,,,,1521,,,,,,kluwer academic ,,,,,1986
