col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12
400016,AUXILIO MUTUO HOSPITAL,PONCE DE LEON AVENUE STOP 36 1/2 #735,HATO REY,PR,918,SAN JUAN,7877582000,Immunization for influenza,Not Available,Not Available,No data are available from the hospital for this measure
400016,AUXILIO MUTUO HOSPITAL,PONCE DE LEON AVENUE STOP 36 1/2 #735,HATO REY,PR,918,SAN JUAN,7877582000,Immunization for pneumonia,Not Available,Not Available,No data are available from the hospital for this measure
400018,MENNONITE GENERAL HOSPITAL INC,CALLE JOSE C VASQUEZ BO. CAONILLAS,AIBONITO,PR,705,AIBONITO,7875351001,Immunization for influenza,Not Available,Not Available,No data are available from the hospital for this measure
400018,MENNONITE GENERAL HOSPITAL INC,CALLE JOSE C VASQUEZ BO. CAONILLAS,AIBONITO,PR,705,AIBONITO,7875351001,Immunization for pneumonia,Not Available,Not Available,No data are available from the hospital for this measure
400019,HOSPITAL PAVIA SANTURCE,CALLE PROFESOR AUGUSTO RODRIGUEZ #1462,FERNANDEZ JUNCOS,PR,910,SAN JUAN,7877276060,Immunization for influenza,Not Available,Not Available,No data are available from the hospital for this measure
400019,HOSPITAL PAVIA SANTURCE,CALLE PROFESOR AUGUSTO RODRIGUEZ #1462,FERNANDEZ JUNCOS,PR,910,SAN JUAN,7877276060,Immunization for pneumonia,Not Available,Not Available,No data are available from the hospital for this measure
400021,HOSPITAL DE LA CONCEPCION,ROAD NUMBER 2 KM 173.4,SAN GERMAN,PR,683,SAN GERMAN,7878921860,Immunization for influenza,Not Available,Not Available,No data are available from the hospital for this measure
400021,HOSPITAL DE LA CONCEPCION,ROAD NUMBER 2 KM 173.4,SAN GERMAN,PR,683,SAN GERMAN,7878921860,Immunization for pneumonia,Not Available,Not Available,No data are available from the hospital for this measure
400022,HOSPITAL DAMAS INC,PONCE BY PASS #2213,PONCE,PR,717,PONCE,7878408460,Immunization for influenza,Not Available,Not Available,No data are available from the hospital for this measure
400022,HOSPITAL DAMAS INC,PONCE BY PASS #2213,PONCE,PR,717,PONCE,7878408460,Immunization for pneumonia,Not Available,Not Available,No data are available from the hospital for this measure
400024,CLINICA ESPANOLA INC,SECTOR LA QUINTA BO BALBOA,MAYAGUEZ,PR,680,MAYAGUEZ,7878320404,Immunization for influenza,Not Available,Not Available,No data are available from the hospital for this measure
400024,CLINICA ESPANOLA INC,SECTOR LA QUINTA BO BALBOA,MAYAGUEZ,PR,680,MAYAGUEZ,7878320404,Immunization for pneumonia,Not Available,Not Available,No data are available from the hospital for this measure
400026,LAFAYETTE HOSPITAL,CARR.753 KM.0.1-SECTOR CUATRO CALLES,ARROYO,PR,714,ARROYO,7878393232,Immunization for pneumonia,56,16,Data were collected during a shorter period (fewer quarters) than the maximum possible time for this measure. The hospital indicated that the data submitted for this measure were based on a sample of cases. The number of cases is too small to reliably tell how well a hospital is performing
400026,LAFAYETTE HOSPITAL,CARR.753 KM.0.1-SECTOR CUATRO CALLES,ARROYO,PR,714,ARROYO,7878393232,Immunization for influenza,Not Available,Not Available,No data are available from the hospital for this measure
400032,HOSPITAL HERMANOS MELENDEZ INC,CARRETERA #2 KM 11 7,BAYAMON,PR,960,BAYAMON,7876208181,Immunization for influenza,39,137,The hospital indicated that the data submitted for this measure were based on a sample of cases
400032,HOSPITAL HERMANOS MELENDEZ INC,CARRETERA #2 KM 11 7,BAYAMON,PR,960,BAYAMON,7876208181,Immunization for pneumonia,24,336,The hospital indicated that the data submitted for this measure were based on a sample of cases
400044,SAN LUKE-S MEMORIAL HOSPITAL INC,TITO CASTRO AVE #917,PONCE,PR,733,PONCE,7878442080,Immunization for influenza,Not Available,Not Available,No data are available from the hospital for this measure
400044,SAN LUKE-S MEMORIAL HOSPITAL INC,TITO CASTRO AVE #917,PONCE,PR,733,PONCE,7878442080,Immunization for pneumonia,Not Available,Not Available,No data are available from the hospital for this measure
400048,HOSPITAL EPISCOPAL SAN LUCAS GUAYAMA INC,AVE. PEDRO ALBIZU CAMPOS URB. LA HACIENDA,GUAYAMA,PR,785,GUAYANILLA,7878644300,Immunization for influenza,Not Available,Not Available,No data are available from the hospital for this measure
400048,HOSPITAL EPISCOPAL SAN LUCAS GUAYAMA INC,AVE. PEDRO ALBIZU CAMPOS URB. LA HACIENDA,GUAYAMA,PR,785,GUAYANILLA,7878644300,Immunization for pneumonia,Not Available,Not Available,No data are available from the hospital for this measure
400061,UNIVERSITY DISTRICT HOSPITAL,BARRIO MONACILLOS CENTROMEDICO,RIO PIEDRAS,PR,927,SAN JUAN,7877540101,Immunization for influenza,Not Available,Not Available,No data are available from the hospital for this measure
400061,UNIVERSITY DISTRICT HOSPITAL,BARRIO MONACILLOS CENTROMEDICO,RIO PIEDRAS,PR,927,SAN JUAN,7877540101,Immunization for pneumonia,Not Available,Not Available,No data are available from the hospital for this measure
400079,HOSP COMUNITARIO BUEN SAMARITANO,CARR.2 KM.1.4 AVE. SEVERIANO CUEVAS #18,AGUADILLA,PR,603,AGUADILLA,7876580000,Immunization for influenza,Not Available,Not Available,No data are available from the hospital for this measure
400079,HOSP COMUNITARIO BUEN SAMARITANO,CARR.2 KM.1.4 AVE. SEVERIANO CUEVAS #18,AGUADILLA,PR,603,AGUADILLA,7876580000,Immunization for pneumonia,Not Available,Not Available,No data are available from the hospital for this measure
400087,HOSPITAL DR CAYETANO COLL Y TOSTE,CARRETERA 129 KM.1 AVENIDA SAN LUIS,ARECIBO,PR,613,ARECIBO,7876507272,Immunization for influenza,Not Available,Not Available,No data are available from the hospital for this measure
400087,HOSPITAL DR CAYETANO COLL Y TOSTE,CARRETERA 129 KM.1 AVENIDA SAN LUIS,ARECIBO,PR,613,ARECIBO,7876507272,Immunization for pneumonia,Not Available,Not Available,No data are available from the hospital for this measure
400098,HOSPITAL SAN FRANCISCO,371 DE DIEGO AVE,SAN JUAN,PR,923,SAN JUAN,7877675100,Immunization for influenza,Not Available,Not Available,No data are available from the hospital for this measure
400098,HOSPITAL SAN FRANCISCO,371 DE DIEGO AVE,SAN JUAN,PR,923,SAN JUAN,7877675100,Immunization for pneumonia,Not Available,Not Available,No data are available from the hospital for this measure
400102,DOCTORS CENTER HOSPITAL BAYAMON,9 J STREET EXT HERMANAS DAVILA,BAYAMON,PR,959,BAYAMON,7876225420,Immunization for influenza,Not Available,Not Available,No data are available from the hospital for this measure
400102,DOCTORS CENTER HOSPITAL BAYAMON,9 J STREET EXT HERMANAS DAVILA,BAYAMON,PR,959,BAYAMON,7876225420,Immunization for pneumonia,Not Available,Not Available,No data are available from the hospital for this measure
400103,SISTEMA INTEGRADOS DE SALUD DEL SUR OESTE INC,AVE HOSTOS 410,MAYAGUEZ,PR,681,MAYAGUEZ,7876529200,Immunization for influenza,Not Available,Not Available,No data are available from the hospital for this measure
400103,SISTEMA INTEGRADOS DE SALUD DEL SUR OESTE INC,AVE HOSTOS 410,MAYAGUEZ,PR,681,MAYAGUEZ,7876529200,Immunization for pneumonia,Not Available,Not Available,No data are available from the hospital for this measure
400104,HOSPITAL SAN JUAN BAUTISTA MEDICAL CENTER,CARR 172 URB TURABO GARDENS,CAGUAS,PR,725,CAGUAS,7877443141,Immunization for influenza,Not Available,Not Available,No data are available from the hospital for this measure
400104,HOSPITAL SAN JUAN BAUTISTA MEDICAL CENTER,CARR 172 URB TURABO GARDENS,CAGUAS,PR,725,CAGUAS,7877443141,Immunization for pneumonia,Not Available,Not Available,No data are available from the hospital for this measure
400105,HOSPITAL UNIVERSITARIO DR RUIZ ARNAU,LAUREL AVE SANTA JUANITA #100,BAYAMON,PR,956,BAYAMON,7877875151,Immunization for influenza,Not Available,Not Available,No data are available from the hospital for this measure
400105,HOSPITAL UNIVERSITARIO DR RUIZ ARNAU,LAUREL AVE SANTA JUANITA #100,BAYAMON,PR,956,BAYAMON,7877875151,Immunization for pneumonia,Not Available,Not Available,No data are available from the hospital for this measure
400106,METROPOLITAN HOSPITAL,CARRETERA 21 1785 URB LAS LOMAS,SAN JUAN,PR,915,SAN JUAN,7877829999,Immunization for influenza,Not Available,Not Available,No data are available from the hospital for this measure
400106,METROPOLITAN HOSPITAL,CARRETERA 21 1785 URB LAS LOMAS,SAN JUAN,PR,915,SAN JUAN,7877829999,Immunization for pneumonia,Not Available,Not Available,No data are available from the hospital for this measure
400109,HOSPITAL HIMA-SAN PABLO BAYAMON,CALLE SANTA CRUZ NUMERO 70  URB SANTA CRUZ,BAYAMON,PR,960,BAYAMON,7876204747,Immunization for influenza,Not Available,Not Available,No data are available from the hospital for this measure
400109,HOSPITAL HIMA-SAN PABLO BAYAMON,CALLE SANTA CRUZ NUMERO 70  URB SANTA CRUZ,BAYAMON,PR,960,BAYAMON,7876204747,Immunization for pneumonia,Not Available,Not Available,No data are available from the hospital for this measure
400110,HOSPITAL METROPOLITANO DR TITO MATTEI,ROAD 128 KM 1.0,YAUCO,PR,698,YAUCO,7878561000,Immunization for influenza,Not Available,Not Available,No data are available from the hospital for this measure
400110,HOSPITAL METROPOLITANO DR TITO MATTEI,ROAD 128 KM 1.0,YAUCO,PR,698,YAUCO,7878561000,Immunization for pneumonia,Not Available,Not Available,No data are available from the hospital for this measure
400111,HOSPITAL SAN CARLOS BORROMEO, CALLE CONCEPCION VERA AYALA #550 S,MOCA,PR,676,MOCA,7878778000,Immunization for influenza,Not Available,Not Available,No data are available from the hospital for this measure
400111,HOSPITAL SAN CARLOS BORROMEO, CALLE CONCEPCION VERA AYALA #550 S,MOCA,PR,676,MOCA,7878778000,Immunization for pneumonia,Not Available,Not Available,No data are available from the hospital for this measure
400112,HOSPITAL UPR DR  FEDERICO TRILLA,CARR 3 KM 8  3 AVE 65TH INFANTERIA       BOX 6021,CAROLINA,PR,984,CAROLINA,7877571800,Immunization for influenza,Not Available,Not Available,No data are available from the hospital for this measure
400112,HOSPITAL UPR DR  FEDERICO TRILLA,CARR 3 KM 8  3 AVE 65TH INFANTERIA       BOX 6021,CAROLINA,PR,984,CAROLINA,7877571800,Immunization for pneumonia,Not Available,Not Available,No data are available from the hospital for this measure
400113,HOSPITAL SAN CRISTOBAL,CARR 506 KM 1 0,COTO LAUREL,PR,780,PONCE,7878482100,Immunization for influenza,Not Available,Not Available,No data are available from the hospital for this measure
400113,HOSPITAL SAN CRISTOBAL,CARR 506 KM 1 0,COTO LAUREL,PR,780,PONCE,7878482100,Immunization for pneumonia,Not Available,Not Available,No data are available from the hospital for this measure
400114,MANATI MEDICAL CENTER DR OTERO LOPEZ,CALLE HERNANDEZ CARRION URB ATENAS,MANATI,PR,674,MANATI,7876213700,Immunization for influenza,Not Available,Not Available,No data are available from the hospital for this measure
400114,MANATI MEDICAL CENTER DR OTERO LOPEZ,CALLE HERNANDEZ CARRION URB ATENAS,MANATI,PR,674,MANATI,7876213700,Immunization for pneumonia,Not Available,Not Available,No data are available from the hospital for this measure
400115,CENTRO MEDICO WILMA N VAZQUEZ,CARR. 2 KM 39.5    ROAD NUMBER 2 BO ALGARROBO,VEGA BAJA,PR,693,VEGA BAJA,7878581580,Immunization for influenza,Not Available,Not Available,No data are available from the hospital for this measure
400115,CENTRO MEDICO WILMA N VAZQUEZ,CARR. 2 KM 39.5    ROAD NUMBER 2 BO ALGARROBO,VEGA BAJA,PR,693,VEGA BAJA,7878581580,Immunization for pneumonia,Not Available,Not Available,No data are available from the hospital for this measure
400117,HOSPITAL DR SUSONI INC,55 PALM ST,ARECIBO,PR,614,ARECIBO,7876501031,Immunization for influenza,Not Available,Not Available,No data are available from the hospital for this measure
400117,HOSPITAL DR SUSONI INC,55 PALM ST,ARECIBO,PR,614,ARECIBO,7876501031,Immunization for pneumonia,Not Available,Not Available,No data are available from the hospital for this measure
400118,DOCTORS- CENTER HOSPITAL INC,MARGINAL CARRETERA NO 2 KM 47 7,MANATI,PR,674,MANATI,7878543322,Immunization for influenza,Not Available,Not Available,No data are available from the hospital for this measure
400118,DOCTORS- CENTER HOSPITAL INC,MARGINAL CARRETERA NO 2 KM 47 7,MANATI,PR,674,MANATI,7878543322,Immunization for pneumonia,Not Available,Not Available,No data are available from the hospital for this measure
400120,HIMA SAN PABLO-CAGUAS,AVE LUIS MUNOZ MARIN,CAGUAS,PR,725,CAGUAS,7876533434,Immunization for influenza,Not Available,Not Available,No data are available from the hospital for this measure
400120,HIMA SAN PABLO-CAGUAS,AVE LUIS MUNOZ MARIN,CAGUAS,PR,725,CAGUAS,7876533434,Immunization for pneumonia,Not Available,Not Available,No data are available from the hospital for this measure
400121,HOSPITAL SAN GERARDO,ROAD NO 844 KM 0 5 PO CUPEY BAJO,RIO PIEDRAS,PR,928,SAN JUAN,7877618383,Immunization for influenza,Not Available,Not Available,No data are available from the hospital for this measure
400121,HOSPITAL SAN GERARDO,ROAD NO 844 KM 0 5 PO CUPEY BAJO,RIO PIEDRAS,PR,928,SAN JUAN,7877618383,Immunization for pneumonia,Not Available,Not Available,No data are available from the hospital for this measure
400123,HOSPITAL PEREA,15 DR BASORA STREET,MAYAGUEZ,PR,681,MAYAGUEZ,7878340101,Immunization for influenza,Not Available,Not Available,No data are available from the hospital for this measure
400123,HOSPITAL PEREA,15 DR BASORA STREET,MAYAGUEZ,PR,681,MAYAGUEZ,7878340101,Immunization for pneumonia,Not Available,Not Available,No data are available from the hospital for this measure
400124,CENTRO CARDIOVASCULAR,AVENIDA AMERICO MIRANDA ENTRADA PRINCIPAL CM,RIO PIEDRAS,PR,936,SAN JUAN,7877548500,Immunization for influenza,Not Available,Not Available,No data are available from the hospital for this measure
400124,CENTRO CARDIOVASCULAR,AVENIDA AMERICO MIRANDA ENTRADA PRINCIPAL CM,RIO PIEDRAS,PR,936,SAN JUAN,7877548500,Immunization for pneumonia,Not Available,Not Available,No data are available from the hospital for this measure
400125,HIMA-SAN PABLO FAJARDO,GENERAL VALERO AVE#404,FAJARDO,PR,738,FAJARDO,7876550505,Immunization for influenza,Not Available,Not Available,No data are available from the hospital for this measure
400125,HIMA-SAN PABLO FAJARDO,GENERAL VALERO AVE#404,FAJARDO,PR,738,FAJARDO,7876550505,Immunization for pneumonia,Not Available,Not Available,No data are available from the hospital for this measure
400126,HOSPITAL METROPOLITANO SAN GERMAN,CALLE JAVILLA  #8 AL COSTADO PARQUE DE BOMBAS,SAN GERMAN,PR,683,SAN GERMAN,7878925300,Immunization for influenza,Not Available,Not Available,No data are available from the hospital for this measure
400126,HOSPITAL METROPOLITANO SAN GERMAN,CALLE JAVILLA  #8 AL COSTADO PARQUE DE BOMBAS,SAN GERMAN,PR,683,SAN GERMAN,7878925300,Immunization for pneumonia,Not Available,Not Available,No data are available from the hospital for this measure
400127,ADMIN DE SERVICIOS MEDICOS  PUERTO RIC,BO MONACILLO CARR NUM 22,SAN JUAN,PR,935,SAN JUAN,7877773535,Immunization for influenza,Not Available,Not Available,No data are available from the hospital for this measure
400127,ADMIN DE SERVICIOS MEDICOS  PUERTO RIC,BO MONACILLO CARR NUM 22,SAN JUAN,PR,935,SAN JUAN,7877773535,Immunization for pneumonia,Not Available,Not Available,No data are available from the hospital for this measure
400128,HOSPITAL PAVIA HATO REY INC,AVE PONCE DE LEON 435,HATO REY,PR,919,SAN JUAN,7877540909,Immunization for influenza,Not Available,Not Available,No data are available from the hospital for this measure
400128,HOSPITAL PAVIA HATO REY INC,AVE PONCE DE LEON 435,HATO REY,PR,919,SAN JUAN,7877540909,Immunization for pneumonia,Not Available,Not Available,No data are available from the hospital for this measure
400130,HOSPITAL METROPOLITANO DE LA MONTANA,CALLE ISAAC GONZALEZ ESQUINA LEDESMA,BDA NUEVA,PR,641,UTUADO,7879331100,Immunization for influenza,Not Available,Not Available,No data are available from the hospital for this measure
400130,HOSPITAL METROPOLITANO DE LA MONTANA,CALLE ISAAC GONZALEZ ESQUINA LEDESMA,BDA NUEVA,PR,641,UTUADO,7879331100,Immunization for pneumonia,Not Available,Not Available,No data are available from the hospital for this measure
410001,MEMORIAL HOSPITAL OF RHODE ISLAND,111 BREWSTER STREET,PAWTUCKET,RI,2860,PROVIDENCE,4017292000,Immunization for influenza,94,294,The hospital indicated that the data submitted for this measure were based on a sample of cases
410001,MEMORIAL HOSPITAL OF RHODE ISLAND,111 BREWSTER STREET,PAWTUCKET,RI,2860,PROVIDENCE,4017292000,Immunization for pneumonia,93,581,The hospital indicated that the data submitted for this measure were based on a sample of cases
410004,ROGER WILLIAMS MEDICAL CENTER,825 CHALKSTONE AVENUE,PROVIDENCE,RI,2908,PROVIDENCE,4014562000,Immunization for influenza,78,290,The hospital indicated that the data submitted for this measure were based on a sample of cases
410004,ROGER WILLIAMS MEDICAL CENTER,825 CHALKSTONE AVENUE,PROVIDENCE,RI,2908,PROVIDENCE,4014562000,Immunization for pneumonia,52,550,The hospital indicated that the data submitted for this measure were based on a sample of cases
410005,ST JOSEPH HEALTH SERVICES OF RI,200 HIGH SERVICE AVENUE,NORTH PROVIDENCE,RI,2904,PROVIDENCE,4014563000,Immunization for influenza,71,310,The hospital indicated that the data submitted for this measure were based on a sample of cases
410005,ST JOSEPH HEALTH SERVICES OF RI,200 HIGH SERVICE AVENUE,NORTH PROVIDENCE,RI,2904,PROVIDENCE,4014563000,Immunization for pneumonia,77,645,The hospital indicated that the data submitted for this measure were based on a sample of cases
410006,NEWPORT HOSPITAL,FRIENDSHIP STREET,NEWPORT,RI,2840,NEWPORT,4018466400,Immunization for influenza,95,214,The hospital indicated that the data submitted for this measure were based on a sample of cases
410006,NEWPORT HOSPITAL,FRIENDSHIP STREET,NEWPORT,RI,2840,NEWPORT,4018466400,Immunization for pneumonia,95,351,The hospital indicated that the data submitted for this measure were based on a sample of cases
410007,RHODE ISLAND HOSPITAL,593 EDDY STREET,PROVIDENCE,RI,2902,PROVIDENCE,4014444000,Immunization for influenza,83,289,The hospital indicated that the data submitted for this measure were based on a sample of cases
410007,RHODE ISLAND HOSPITAL,593 EDDY STREET,PROVIDENCE,RI,2902,PROVIDENCE,4014444000,Immunization for pneumonia,72,482,The hospital indicated that the data submitted for this measure were based on a sample of cases
410008,SOUTH COUNTY HOSPITAL INC,100 KENYON AVE,WAKEFIELD,RI,2879,WASHINGTON,4017828000,Immunization for influenza,92,238,The hospital indicated that the data submitted for this measure were based on a sample of cases
410008,SOUTH COUNTY HOSPITAL INC,100 KENYON AVE,WAKEFIELD,RI,2879,WASHINGTON,4017828000,Immunization for pneumonia,94,490,The hospital indicated that the data submitted for this measure were based on a sample of cases
410009,KENT COUNTY MEMORIAL HOSPITAL,455 TOLL GATE RD,WARWICK,RI,2886,KENT,4017377000,Immunization for influenza,86,286,The hospital indicated that the data submitted for this measure were based on a sample of cases
410009,KENT COUNTY MEMORIAL HOSPITAL,455 TOLL GATE RD,WARWICK,RI,2886,KENT,4017377000,Immunization for pneumonia,93,583,The hospital indicated that the data submitted for this measure were based on a sample of cases
410010,WOMEN AND INFANTS HOSPITAL OF RHODE ISLAND,101 DUDLEY STREET,PROVIDENCE,RI,2905,PROVIDENCE,4012741100,Immunization for influenza,91,194,The hospital indicated that the data submitted for this measure were based on a sample of cases
410010,WOMEN AND INFANTS HOSPITAL OF RHODE ISLAND,101 DUDLEY STREET,PROVIDENCE,RI,2905,PROVIDENCE,4012741100,Immunization for pneumonia,65,63,The hospital indicated that the data submitted for this measure were based on a sample of cases
410011,LANDMARK MEDICAL CENTER  INC,115 CASS AVE,WOONSOCKET,RI,2895,PROVIDENCE,4017694100,Immunization for influenza,89,294,The hospital indicated that the data submitted for this measure were based on a sample of cases
410011,LANDMARK MEDICAL CENTER  INC,115 CASS AVE,WOONSOCKET,RI,2895,PROVIDENCE,4017694100,Immunization for pneumonia,88,598,The hospital indicated that the data submitted for this measure were based on a sample of cases
410012,MIRIAM HOSPITAL,164 SUMMIT AVENUE,PROVIDENCE,RI,2906,PROVIDENCE,4017932500,Immunization for influenza,93,305,The hospital indicated that the data submitted for this measure were based on a sample of cases
410012,MIRIAM HOSPITAL,164 SUMMIT AVENUE,PROVIDENCE,RI,2906,PROVIDENCE,4017932500,Immunization for pneumonia,84,680,The hospital indicated that the data submitted for this measure were based on a sample of cases
410013,WESTERLY HOSPITAL,25 WELLS STREET,WESTERLY,RI,2891,WASHINGTON,4015966000,Immunization for influenza,90,178,The hospital indicated that the data submitted for this measure were based on a sample of cases
410013,WESTERLY HOSPITAL,25 WELLS STREET,WESTERLY,RI,2891,WASHINGTON,4015966000,Immunization for pneumonia,82,345,The hospital indicated that the data submitted for this measure were based on a sample of cases
420002,PIEDMONT MEDICAL CENTER,222 S HERLONG AVE,ROCK HILL,SC,29730,YORK,8033291234,Immunization for influenza,96,281,The hospital indicated that the data submitted for this measure were based on a sample of cases
420002,PIEDMONT MEDICAL CENTER,222 S HERLONG AVE,ROCK HILL,SC,29730,YORK,8033291234,Immunization for pneumonia,96,548,The hospital indicated that the data submitted for this measure were based on a sample of cases
420004,MUSC MEDICAL CENTER,169 ASHLEY AVE,CHARLESTON,SC,29425,CHARLESTON,8437922300,Immunization for influenza,75,321,The hospital indicated that the data submitted for this measure were based on a sample of cases
420004,MUSC MEDICAL CENTER,169 ASHLEY AVE,CHARLESTON,SC,29425,CHARLESTON,8437922300,Immunization for pneumonia,83,428,The hospital indicated that the data submitted for this measure were based on a sample of cases
420005,MCLEOD MEDICAL CENTER - DILLON,301 E JACKSON ST,DILLON,SC,29536,DILLON,8437744111,Immunization for influenza,92,132,The hospital indicated that the data submitted for this measure were based on a sample of cases
420005,MCLEOD MEDICAL CENTER - DILLON,301 E JACKSON ST,DILLON,SC,29536,DILLON,8437744111,Immunization for pneumonia,96,236,The hospital indicated that the data submitted for this measure were based on a sample of cases
420007,SPARTANBURG REGIONAL MEDICAL CENTER,101 E WOOD ST,SPARTANBURG,SC,29303,SPARTANBURG,8645606000,Immunization for influenza,94,295,The hospital indicated that the data submitted for this measure were based on a sample of cases
420007,SPARTANBURG REGIONAL MEDICAL CENTER,101 E WOOD ST,SPARTANBURG,SC,29303,SPARTANBURG,8645606000,Immunization for pneumonia,93,550,The hospital indicated that the data submitted for this measure were based on a sample of cases
420009,OCONEE MEDICAL CENTER,298 MEMORIAL DRIVE,SENECA,SC,29672,OCONEE,8648823351,Immunization for influenza,97,273,The hospital indicated that the data submitted for this measure were based on a sample of cases
420009,OCONEE MEDICAL CENTER,298 MEMORIAL DRIVE,SENECA,SC,29672,OCONEE,8648823351,Immunization for pneumonia,99,559,The hospital indicated that the data submitted for this measure were based on a sample of cases
420010,CAROLINA PINES REGIONAL MEDICAL CENTER,1304 W BOBO NEWSOM HWY,HARTSVILLE,SC,29550,DARLINGTON,8643392100,Immunization for influenza,86,249,The hospital indicated that the data submitted for this measure were based on a sample of cases
420010,CAROLINA PINES REGIONAL MEDICAL CENTER,1304 W BOBO NEWSOM HWY,HARTSVILLE,SC,29550,DARLINGTON,8643392100,Immunization for pneumonia,94,468,The hospital indicated that the data submitted for this measure were based on a sample of cases
420011,CANNON MEMORIAL HOSPITAL,123 MEDICAL PARK DRIVE PO BOX 188,PICKENS,SC,29671,PICKENS,8648784791,Immunization for influenza,96,201,The hospital indicated that the data submitted for this measure were based on a sample of cases
420011,CANNON MEMORIAL HOSPITAL,123 MEDICAL PARK DRIVE PO BOX 188,PICKENS,SC,29671,PICKENS,8648784791,Immunization for pneumonia,94,422,The hospital indicated that the data submitted for this measure were based on a sample of cases
420015,BAPTIST EASLEY HOSPITAL,200 FLEETWOOD DRIVE,EASLEY,SC,29640,PICKENS,8644427200,Immunization for influenza,97,244,The hospital indicated that the data submitted for this measure were based on a sample of cases
420015,BAPTIST EASLEY HOSPITAL,200 FLEETWOOD DRIVE,EASLEY,SC,29640,PICKENS,8644427200,Immunization for pneumonia,98,487,The hospital indicated that the data submitted for this measure were based on a sample of cases
420016,BARNWELL COUNTY HOSPITAL,PO BOX 588  811  REYNOLDS ROAD,BARNWELL,SC,29812,BARNWELL,8035414161,Immunization for influenza,73,147,The hospital indicated that the data submitted for this measure were based on a sample of cases
420016,BARNWELL COUNTY HOSPITAL,PO BOX 588  811  REYNOLDS ROAD,BARNWELL,SC,29812,BARNWELL,8035414161,Immunization for pneumonia,74,355,The hospital indicated that the data submitted for this measure were based on a sample of cases
420018,PALMETTO HEALTH RICHLAND,5 RICHLAND MEDICAL PARK,COLUMBIA,SC,29203,RICHLAND,8032965678,Immunization for influenza,80,327,The hospital indicated that the data submitted for this measure were based on a sample of cases
420018,PALMETTO HEALTH RICHLAND,5 RICHLAND MEDICAL PARK,COLUMBIA,SC,29203,RICHLAND,8032965678,Immunization for pneumonia,86,507,The hospital indicated that the data submitted for this measure were based on a sample of cases
420019,CHESTER REGIONAL MEDICAL CENTER,1 MEDICAL PARK DRIVE,CHESTER,SC,29706,CHESTER,8035813151,Immunization for influenza,97,152,The hospital indicated that the data submitted for this measure were based on a sample of cases
420019,CHESTER REGIONAL MEDICAL CENTER,1 MEDICAL PARK DRIVE,CHESTER,SC,29706,CHESTER,8035813151,Immunization for pneumonia,96,312,The hospital indicated that the data submitted for this measure were based on a sample of cases
420020,GEORGETOWN MEMORIAL HOSPITAL,606 BLACK RIVER RD DRAWER 1718,GEORGETOWN,SC,29440,GEORGETOWN,8435277000,Immunization for influenza,88,254,The hospital indicated that the data submitted for this measure were based on a sample of cases
420020,GEORGETOWN MEMORIAL HOSPITAL,606 BLACK RIVER RD DRAWER 1718,GEORGETOWN,SC,29440,GEORGETOWN,8435277000,Immunization for pneumonia,93,488,The hospital indicated that the data submitted for this measure were based on a sample of cases
420023,ST FRANCIS-DOWNTOWN,ONE ST FRANCIS DR,GREENVILLE,SC,29601,GREENVILLE,8642551000,Immunization for influenza,87,425,The hospital indicated that the data submitted for this measure were based on a sample of cases
420023,ST FRANCIS-DOWNTOWN,ONE ST FRANCIS DR,GREENVILLE,SC,29601,GREENVILLE,8642551000,Immunization for pneumonia,90,867,The hospital indicated that the data submitted for this measure were based on a sample of cases
420026,SISTERS OF CHARITY PROVIDENCE HOSPITALS,2435 FOREST DR,COLUMBIA,SC,29204,RICHLAND,8032565300,Immunization for influenza,80,329,The hospital indicated that the data submitted for this measure were based on a sample of cases
420026,SISTERS OF CHARITY PROVIDENCE HOSPITALS,2435 FOREST DR,COLUMBIA,SC,29204,RICHLAND,8032565300,Immunization for pneumonia,83,710,The hospital indicated that the data submitted for this measure were based on a sample of cases
420027,ANMED HEALTH,800 N FANT ST,ANDERSON,SC,29621,ANDERSON,8642611109,Immunization for influenza,97,292,The hospital indicated that the data submitted for this measure were based on a sample of cases
420027,ANMED HEALTH,800 N FANT ST,ANDERSON,SC,29621,ANDERSON,8642611109,Immunization for pneumonia,95,530,The hospital indicated that the data submitted for this measure were based on a sample of cases
420030,COLLETON MEDICAL CENTER,501 ROBERTSON BOULEVARD,WALTERBORO,SC,29488,COLLETON,8437822000,Immunization for influenza,100,220,The hospital indicated that the data submitted for this measure were based on a sample of cases
420030,COLLETON MEDICAL CENTER,501 ROBERTSON BOULEVARD,WALTERBORO,SC,29488,COLLETON,8437822000,Immunization for pneumonia,93,484,The hospital indicated that the data submitted for this measure were based on a sample of cases
420033,GREER MEMORIAL HOSPITAL,830 SOUTH BUNCOMBE ROAD,GREER,SC,29650,GREENVILLE,8648488200,Immunization for influenza,97,191,The hospital indicated that the data submitted for this measure were based on a sample of cases
420033,GREER MEMORIAL HOSPITAL,830 SOUTH BUNCOMBE ROAD,GREER,SC,29650,GREENVILLE,8648488200,Immunization for pneumonia,98,318,The hospital indicated that the data submitted for this measure were based on a sample of cases
420036,SPRINGS MEMORIAL HOSPITAL,800 W MEETING ST,LANCASTER,SC,29720,LANCASTER,8032861481,Immunization for influenza,99,286,The hospital indicated that the data submitted for this measure were based on a sample of cases
