RHS,ID,RIVER,LOCATION,ERECTED,PURPOSE,LENGTH,LANES,CLEAR-G,T-OR-D,MATERIAL,SPAN,REL-L,TYPE
MATERIAL,?,?,?,?,1.0,40.0,0.4,?,?,0.0,2.0,?,2.0
MATERIAL,?,?,0.0,31.0,?,?,?,1.0,1.0,0.0,?,?,2.0
MATERIAL,?,3.0,?,31.0,?,150.0,0.4,?,?,0.0,?,1.0,2.0
MATERIAL,?,3.0,?,5.0,?,30.0,?,?,?,0.0,?,?,2.0
MATERIAL,?,3.0,?,31.0,?,20.0,?,?,?,0.0,?,?,2.0
MATERIAL,?,?,2.0,31.0,1.0,?,?,0.0,?,0.0,2.0,?,2.0
MATERIAL,1.0,3.0,?,31.0,?,310.0,0.4,?,?,0.0,?,?,2.0
MATERIAL,?,?,0.0,6.0,?,?,?,0.0,?,0.0,?,?,?
MATERIAL,1.0,?,6.0,?,1.0,20.0,?,?,?,0.0,2.0,?,?
MATERIAL,1.0,?,3.0,?,1.0,70.0,?,?,?,0.0,2.0,?,?
MATERIAL,?,?,0.0,31.0,?,?,?,?,?,0.0,2.0,?,2.0
MATERIAL,?,?,1.0,?,1.0,0.0,?,?,?,0.0,2.0,?,?
MATERIAL,?,3.0,?,31.0,?,150.0,0.4,0.0,?,0.0,?,1.0,?
MATERIAL,?,3.0,?,31.0,1.0,630.0,?,?,?,0.0,?,0.0,2.0
MATERIAL,?,3.0,?,31.0,1.0,150.0,?,?,?,0.0,?,1.0,2.0
MATERIAL,?,?,0.0,7.0,?,?,?,?,?,0.0,?,?,2.0
MATERIAL,1.0,?,1.0,31.0,?,630.0,0.4,?,?,0.0,2.0,?,?
MATERIAL,1.0,?,6.0,6.0,?,630.0,0.4,?,?,0.0,2.0,?,?
MATERIAL,1.0,?,1.0,?,1.0,70.0,?,?,?,0.0,?,1.0,?
MATERIAL,1.0,?,?,?,?,30.0,?,0.0,?,0.0,?,?,2.0
MATERIAL,1.0,3.0,?,31.0,?,20.0,0.4,?,?,0.0,?,?,?
MATERIAL,?,?,6.0,15.0,?,630.0,0.4,?,?,0.0,2.0,1.0,?
MATERIAL,?,3.0,?,6.0,1.0,630.0,?,?,?,0.0,?,0.0,?
MATERIAL,?,3.0,?,15.0,1.0,70.0,?,?,?,0.0,?,1.0,?
MATERIAL,?,?,1.0,6.0,1.0,?,?,?,?,0.0,?,?,?
MATERIAL,?,?,6.0,0.0,1.0,?,?,?,?,0.0,?,?,?
MATERIAL,?,?,1.0,?,?,630.0,?,0.0,?,0.0,?,0.0,2.0
MATERIAL,?,?,6.0,?,?,20.0,0.4,0.0,?,0.0,2.0,?,?
MATERIAL,?,?,3.0,?,?,30.0,0.4,0.0,?,0.0,2.0,?,?
MATERIAL,?,?,1.0,?,?,70.0,0.4,0.0,?,0.0,2.0,?,?
MATERIAL,?,?,6.0,?,1.0,40.0,0.4,?,?,0.0,?,?,2.0
MATERIAL,?,?,6.0,?,?,70.0,?,?,?,0.0,2.0,1.0,2.0
MATERIAL,?,?,?,0.0,?,630.0,?,?,?,0.0,?,0.0,?
MATERIAL,?,?,?,3.0,?,10.0,?,?,?,0.0,?,1.0,?
MATERIAL,?,?,?,3.0,?,70.0,?,?,?,0.0,?,0.0,?
MATERIAL,?,?,?,6.0,?,0.0,?,?,?,0.0,?,1.0,?
MATERIAL,?,?,?,?,1.0,20.0,?,0.0,?,0.0,2.0,?,?
MATERIAL,?,3.0,6.0,1.0,?,?,?,?,?,0.0,2.0,0.0,?
MATERIAL,?,3.0,4.0,2.0,?,?,?,?,?,0.0,2.0,0.0,?
MATERIAL,1.0,?,3.0,31.0,1.0,630.0,?,0.0,?,0.0,2.0,?,?
MATERIAL,1.0,3.0,3.0,?,?,70.0,0.4,0.0,?,0.0,?,?,?
MATERIAL,?,?,0.0,1.0,?,?,?,?,?,0.0,?,?,?
MATERIAL,1.0,?,?,31.0,?,310.0,0.4,0.0,?,0.0,2.0,1.0,?
MATERIAL,?,3.0,1.0,2.0,?,?,?,?,?,0.0,?,0.0,2.0
MATERIAL,1.0,?,?,6.0,1.0,70.0,?,1.0,?,0.0,?,?,?
MATERIAL,1.0,?,2.0,31.0,1.0,630.0,0.4,?,?,0.0,?,?,?
MATERIAL,1.0,?,3.0,15.0,1.0,630.0,0.4,?,?,0.0,?,?,?
MATERIAL,?,3.0,?,6.0,?,630.0,?,?,?,0.0,2.0,0.0,?
MATERIAL,1.0,?,1.0,31.0,1.0,?,?,?,?,0.0,?,?,2.0
MATERIAL,?,?,6.0,31.0,1.0,150.0,?,?,?,0.0,2.0,0.0,?
MATERIAL,?,?,6.0,15.0,1.0,630.0,?,?,?,0.0,2.0,1.0,?
MATERIAL,?,?,2.0,15.0,1.0,630.0,0.4,?,?,0.0,?,?,?
MATERIAL,1.0,?,?,31.0,?,310.0,0.4,?,?,0.0,?,?,2.0
MATERIAL,1.0,?,0.0,15.0,?,?,?,?,?,0.0,2.0,?,?
MATERIAL,?,?,?,2.0,1.0,630.0,0.4,?,?,0.0,?,?,?
MATERIAL,?,?,?,6.0,1.0,150.0,0.4,?,?,0.0,?,?,?
MATERIAL,1.0,?,?,?,?,70.0,?,?,?,0.0,?,0.0,2.0
MATERIAL,?,?,6.0,6.0,?,150.0,?,?,?,0.0,2.0,?,?
MATERIAL,?,?,0.0,31.0,?,630.0,?,?,?,0.0,2.0,?,?
MATERIAL,1.0,?,?,6.0,?,30.0,?,?,?,0.0,2.0,1.0,?
MATERIAL,?,3.0,?,31.0,?,40.0,0.4,?,?,0.0,?,?,2.0
MATERIAL,?,3.0,3.0,7.0,1.0,630.0,?,?,?,0.0,?,?,?
MATERIAL,?,3.0,3.0,15.0,1.0,70.0,?,?,?,0.0,?,?,?
MATERIAL,?,3.0,1.0,31.0,1.0,40.0,?,?,?,0.0,?,?,?
MATERIAL,?,?,?,?,?,20.0,?,?,?,0.0,?,0.0,2.0
MATERIAL,?,?,6.0,31.0,1.0,20.0,?,0.0,?,0.0,?,?,?
MATERIAL,?,?,1.0,31.0,1.0,630.0,?,0.0,?,0.0,?,?,?
MATERIAL,?,?,3.0,31.0,1.0,30.0,?,0.0,?,0.0,?,?,?
MATERIAL,?,?,2.0,?,1.0,?,?,0.0,?,0.0,2.0,0.0,2.0
MATERIAL,?,?,0.0,15.0,?,?,?,?,?,0.0,2.0,?,?
MATERIAL,1.0,?,0.0,?,?,70.0,?,?,?,0.0,?,?,?
MATERIAL,1.0,?,6.0,?,?,70.0,0.4,?,?,0.0,?,0.0,?
MATERIAL,1.0,?,1.0,?,?,70.0,0.4,?,?,0.0,?,1.0,?
MATERIAL,1.0,3.0,?,?,?,20.0,0.4,0.0,?,0.0,?,?,?
MATERIAL,?,3.0,?,31.0,1.0,150.0,?,?,?,0.0,2.0,0.0,?
MATERIAL,?,3.0,?,15.0,1.0,630.0,?,?,?,0.0,2.0,0.0,?
MATERIAL,?,?,0.0,?,?,150.0,?,?,?,0.0,2.0,0.0,?
MATERIAL,1.0,?,6.0,?,?,630.0,0.4,?,?,0.0,2.0,?,2.0
MATERIAL,?,?,2.0,?,1.0,70.0,?,?,?,0.0,?,1.0,2.0
MATERIAL,?,?,?,15.0,1.0,70.0,?,0.0,?,0.0,?,1.0,?
MATERIAL,?,?,?,?,?,70.0,?,?,?,0.0,2.0,0.0,2.0
MATERIAL,?,?,?,?,?,20.0,?,?,?,0.0,2.0,1.0,2.0
MATERIAL,?,?,6.0,31.0,?,150.0,0.4,?,?,0.0,?,1.0,2.0
MATERIAL,?,?,6.0,31.0,?,630.0,0.4,?,?,0.0,?,0.0,2.0
MATERIAL,?,?,?,?,?,20.0,?,0.0,?,0.0,?,?,2.0
MATERIAL,?,?,?,31.0,?,20.0,?,?,?,0.0,?,1.0,2.0
MATERIAL,?,?,?,2.0,?,630.0,0.4,?,?,0.0,2.0,?,?
MATERIAL,?,?,?,4.0,1.0,70.0,?,?,?,0.0,2.0,?,?
MATERIAL,?,?,4.0,?,?,40.0,0.4,?,?,0.0,?,?,2.0
MATERIAL,?,3.0,?,15.0,1.0,630.0,?,?,?,0.0,?,?,2.0
MATERIAL,?,3.0,?,31.0,1.0,40.0,?,?,?,0.0,?,?,2.0
MATERIAL,?,?,?,2.0,?,30.0,?,?,?,0.0,?,?,?
SPAN,1.0,?,0.0,?,?,?,0.4,?,?,2.0,0.0,?,?
SPAN,?,3.0,6.0,2.0,1.0,?,?,?,?,2.0,0.0,0.0,2.0
SPAN,1.0,?,?,?,1.0,0.0,?,?,?,?,0.0,?,2.0
SPAN,1.0,?,1.0,?,1.0,630.0,0.4,?,?,2.0,0.0,?,?
SPAN,?,?,?,2.0,1.0,310.0,0.4,?,?,?,0.0,1.0,2.0
SPAN,1.0,?,4.0,1.0,?,?,0.4,?,?,2.0,0.0,1.0,?
SPAN,1.0,?,3.0,2.0,?,?,0.4,?,?,2.0,0.0,0.0,?
SPAN,1.0,?,0.0,?,?,630.0,0.4,?,?,?,0.0,?,?
SPAN,1.0,?,1.0,?,?,30.0,0.4,?,?,?,0.0,?,?
SPAN,1.0,?,4.0,1.0,?,?,0.4,?,1.0,2.0,0.0,?,?
SPAN,1.0,?,1.0,5.0,?,?,0.4,?,0.0,2.0,0.0,?,?
SPAN,1.0,?,2.0,2.0,?,?,0.4,?,1.0,2.0,0.0,?,?
SPAN,1.0,?,1.0,?,1.0,630.0,?,0.0,?,?,0.0,0.0,?
SPAN,1.0,?,?,2.0,1.0,150.0,?,?,?,?,0.0,?,2.0
SPAN,?,?,?,7.0,?,0.0,?,?,?,2.0,0.0,0.0,?
SPAN,?,?,?,2.0,?,70.0,?,?,?,2.0,0.0,1.0,?
SPAN,1.0,3.0,?,1.0,?,150.0,?,?,?,?,0.0,?,2.0
SPAN,?,?,2.0,2.0,?,?,0.4,?,?,2.0,0.0,1.0,?
SPAN,?,3.0,?,2.0,?,30.0,?,?,?,?,0.0,?,?
SPAN,?,3.0,?,0.0,?,70.0,?,?,?,?,0.0,?,?
SPAN,?,3.0,?,6.0,?,0.0,?,?,?,?,0.0,?,?
SPAN,1.0,1.0,?,1.0,1.0,?,0.4,?,?,2.0,0.0,1.0,?
SPAN,?,?,?,2.0,1.0,150.0,?,?,?,?,0.0,0.0,2.0
SPAN,?,?,0.0,4.0,?,?,?,?,?,2.0,0.0,?,?
SPAN,?,?,2.0,0.0,?,?,?,?,?,?,0.0,0.0,?
SPAN,?,?,0.0,4.0,?,?,?,?,?,?,0.0,0.0,?
SPAN,1.0,3.0,5.0,2.0,1.0,630.0,0.4,?,?,?,0.0,?,?
SPAN,?,?,4.0,1.0,?,?,0.4,?,?,2.0,0.0,1.0,2.0
SPAN,?,?,3.0,2.0,?,?,0.4,?,?,2.0,0.0,0.0,2.0
SPAN,?,?,2.0,2.0,1.0,630.0,?,?,?,?,0.0,0.0,?
SPAN,?,?,1.0,7.0,1.0,630.0,?,?,?,?,0.0,0.0,?
SPAN,1.0,3.0,1.0,?,?,150.0,0.4,?,?,?,0.0,1.0,?
SPAN,?,3.0,?,7.0,1.0,0.0,?,?,?,?,0.0,?,?
SPAN,1.0,?,1.0,2.0,?,?,0.4,?,?,2.0,0.0,?,?
SPAN,1.0,?,5.0,1.0,1.0,?,0.4,?,?,2.0,0.0,1.0,?
SPAN,1.0,?,?,2.0,?,150.0,0.4,?,?,?,0.0,?,?
SPAN,1.0,?,?,0.0,?,310.0,0.4,?,?,?,0.0,?,?
SPAN,?,3.0,1.0,6.0,?,630.0,?,?,?,2.0,0.0,0.0,?
SPAN,?,3.0,1.0,7.0,?,310.0,?,?,?,2.0,0.0,0.0,?
SPAN,1.0,?,6.0,?,1.0,0.0,?,0.0,?,?,0.0,?,?
SPAN,1.0,?,1.0,?,1.0,150.0,?,0.0,?,?,0.0,?,?
SPAN,?,?,3.0,1.0,?,?,0.4,?,1.0,2.0,0.0,?,2.0
SPAN,?,?,4.0,1.0,?,?,0.4,?,0.0,2.0,0.0,?,2.0
SPAN,1.0,?,6.0,2.0,?,630.0,0.4,?,0.0,2.0,0.0,?,?
SPAN,1.0,?,1.0,?,1.0,150.0,?,?,?,2.0,0.0,?,?
SPAN,?,?,4.0,0.0,?,?,?,?,0.0,?,0.0,?,2.0
SPAN,1.0,?,1.0,15.0,?,150.0,?,?,?,?,0.0,?,2.0
SPAN,1.0,?,6.0,1.0,?,150.0,?,?,?,?,0.0,?,2.0
SPAN,?,?,1.0,6.0,1.0,?,0.4,0.0,?,?,0.0,?,?
SPAN,1.0,3.0,4.0,1.0,?,?,0.4,?,1.0,2.0,0.0,?,?
SPAN,1.0,?,5.0,1.0,1.0,?,0.4,?,1.0,2.0,0.0,?,?
SPAN,?,?,6.0,0.0,?,?,?,0.0,?,?,0.0,0.0,2.0
SPAN,1.0,3.0,?,2.0,?,630.0,0.4,?,0.0,2.0,0.0,?,?
SPAN,1.0,?,6.0,1.0,?,630.0,0.4,?,?,?,0.0,?,?
SPAN,1.0,?,1.0,31.0,1.0,630.0,?,?,?,?,0.0,0.0,?
SPAN,1.0,?,3.0,2.0,1.0,630.0,?,?,?,?,0.0,0.0,?
SPAN,1.0,?,1.0,15.0,?,150.0,?,?,?,2.0,0.0,?,?
SPAN,1.0,?,1.0,?,1.0,630.0,?,?,0.0,?,0.0,0.0,?
SPAN,?,?,1.0,3.0,?,?,?,0.0,0.0,?,0.0,0.0,2.0
SPAN,?,?,2.0,0.0,?,?,?,?,?,2.0,0.0,1.0,?
SPAN,1.0,?,6.0,0.0,?,?,0.4,?,?,?,0.0,?,?
SPAN,1.0,?,0.0,6.0,?,?,0.4,?,?,?,0.0,?,?
SPAN,1.0,?,1.0,1.0,?,?,0.4,?,?,?,0.0,?,?
SPAN,1.0,?,?,2.0,?,70.0,?,?,0.0,2.0,0.0,?,?
SPAN,1.0,?,3.0,2.0,?,?,0.4,?,1.0,2.0,0.0,0.0,?
SPAN,?,?,?,7.0,1.0,0.0,?,?,?,?,0.0,0.0,?
SPAN,1.0,?,1.0,?,1.0,150.0,?,?,?,?,0.0,?,2.0
SPAN,?,?,2.0,2.0,?,150.0,?,?,?,?,0.0,0.0,?
SPAN,?,?,2.0,1.0,?,630.0,?,?,?,?,0.0,0.0,?
SPAN,?,?,2.0,0.0,?,630.0,?,?,?,?,0.0,1.0,?
SPAN,?,?,0.0,7.0,?,630.0,?,?,?,?,0.0,0.0,?
SPAN,?,3.0,1.0,6.0,?,630.0,0.4,?,?,2.0,0.0,?,?
SPAN,?,3.0,1.0,7.0,?,310.0,0.4,?,?,2.0,0.0,?,?
SPAN,1.0,?,?,2.0,?,70.0,?,?,?,?,0.0,?,2.0
SPAN,1.0,?,?,1.0,?,150.0,?,?,?,?,0.0,?,2.0
SPAN,1.0,?,?,31.0,?,0.0,?,?,?,?,0.0,?,2.0
SPAN,?,3.0,?,1.0,?,150.0,?,?,?,?,0.0,0.0,2.0
SPAN,1.0,?,6.0,2.0,1.0,630.0,0.4,?,0.0,?,0.0,?,?
SPAN,1.0,?,1.0,?,1.0,?,?,?,?,?,0.0,0.0,2.0
SPAN,?,?,4.0,2.0,?,150.0,?,?,?,?,0.0,?,2.0
SPAN,?,?,4.0,0.0,?,630.0,?,?,?,?,0.0,?,2.0
SPAN,?,?,0.0,7.0,?,630.0,?,?,?,?,0.0,?,2.0
SPAN,?,?,4.0,1.0,?,?,?,?,0.0,2.0,0.0,0.0,2.0
SPAN,?,3.0,6.0,1.0,1.0,?,0.4,?,0.0,2.0,0.0,?,2.0
SPAN,1.0,3.0,3.0,2.0,1.0,?,?,?,?,2.0,0.0,0.0,?
SPAN,?,?,1.0,7.0,1.0,?,0.4,?,0.0,2.0,0.0,?,?
SPAN,?,?,2.0,2.0,1.0,?,0.4,?,1.0,2.0,0.0,?,?
SPAN,1.0,?,1.0,2.0,?,?,0.4,?,?,?,0.0,?,2.0
SPAN,1.0,?,1.0,6.0,1.0,?,?,?,?,?,0.0,0.0,?
SPAN,?,?,2.0,2.0,?,630.0,0.4,?,?,2.0,0.0,?,?
SPAN,?,?,1.0,6.0,?,630.0,0.4,?,?,2.0,0.0,?,?
SPAN,?,?,1.0,7.0,?,310.0,0.4,?,?,2.0,0.0,?,?
SPAN,?,?,1.0,7.0,1.0,?,0.4,?,?,?,0.0,?,2.0
SPAN,?,?,1.0,7.0,1.0,?,0.4,?,?,2.0,0.0,1.0,?
SPAN,?,?,5.0,1.0,1.0,?,0.4,?,0.0,2.0,0.0,?,2.0
SPAN,1.0,3.0,6.0,0.0,?,?,?,?,?,?,0.0,?,?
SPAN,1.0,?,1.0,3.0,1.0,?,0.4,?,?,?,0.0,?,?
SPAN,1.0,?,1.0,?,1.0,?,0.4,?,?,2.0,0.0,1.0,?
SPAN,1.0,?,4.0,0.0,?,?,?,?,?,?,0.0,?,?
SPAN,1.0,?,0.0,4.0,?,?,?,?,?,?,0.0,?,?
SPAN,1.0,?,?,?,?,0.0,?,?,?,2.0,0.0,0.0,?
SPAN,?,3.0,?,0.0,?,?,0.4,?,0.0,?,0.0,?,2.0
SPAN,?,?,5.0,1.0,1.0,?,0.4,0.0,1.0,2.0,0.0,?,2.0
SPAN,1.0,?,6.0,?,?,0.0,?,?,?,2.0,0.0,?,?
SPAN,1.0,?,1.0,?,?,70.0,?,?,?,2.0,0.0,?,?
SPAN,1.0,?,?,2.0,?,630.0,0.4,?,0.0,2.0,0.0,1.0,?
SPAN,1.0,3.0,1.0,?,1.0,150.0,?,?,?,?,0.0,1.0,?
SPAN,1.0,?,4.0,1.0,?,?,?,?,?,2.0,0.0,0.0,2.0
SPAN,1.0,?,3.0,2.0,?,?,?,?,?,2.0,0.0,0.0,2.0
SPAN,?,3.0,?,2.0,?,70.0,?,?,?,?,0.0,1.0,?
SPAN,1.0,?,6.0,0.0,?,?,?,?,0.0,?,0.0,?,?
SPAN,1.0,?,1.0,?,?,150.0,0.4,0.0,?,?,0.0,?,?
SPAN,?,?,2.0,2.0,?,630.0,?,?,?,2.0,0.0,0.0,?
SPAN,?,?,1.0,6.0,?,630.0,?,?,?,2.0,0.0,0.0,?
SPAN,?,?,1.0,7.0,?,310.0,?,?,?,2.0,0.0,0.0,?
SPAN,?,?,?,0.0,?,70.0,?,1.0,?,?,0.0,?,?
SPAN,?,?,4.0,0.0,1.0,?,?,?,?,?,0.0,1.0,2.0
SPAN,1.0,?,1.0,?,1.0,?,0.4,?,?,?,0.0,?,2.0
SPAN,1.0,3.0,?,2.0,1.0,630.0,0.4,0.0,?,?,0.0,?,?
SPAN,?,?,2.0,0.0,?,?,?,0.0,?,?,0.0,1.0,?
SPAN,?,?,2.0,2.0,?,150.0,?,0.0,?,?,0.0,?,?
SPAN,?,?,0.0,7.0,?,630.0,?,0.0,?,?,0.0,?,?
SPAN,1.0,?,5.0,2.0,?,630.0,0.4,?,?,2.0,0.0,?,?
SPAN,?,3.0,2.0,2.0,1.0,?,?,?,?,2.0,0.0,0.0,?
SPAN,?,3.0,?,2.0,?,630.0,0.4,?,0.0,?,0.0,?,2.0
SPAN,?,?,1.0,6.0,1.0,?,0.4,?,?,?,0.0,1.0,?
SPAN,1.0,3.0,?,0.0,?,150.0,?,?,?,?,0.0,?,?
SPAN,1.0,3.0,?,2.0,?,70.0,?,?,?,?,0.0,?,?
SPAN,1.0,3.0,?,31.0,?,0.0,?,?,?,?,0.0,?,?
SPAN,1.0,?,?,?,?,0.0,0.4,?,?,2.0,0.0,?,?
SPAN,?,?,1.0,2.0,?,?,0.4,?,?,2.0,0.0,?,?
SPAN,?,?,0.0,7.0,?,?,0.4,?,?,2.0,0.0,?,?
SPAN,1.0,?,1.0,?,1.0,?,0.4,?,0.0,2.0,0.0,?,?
SPAN,1.0,?,5.0,1.0,1.0,?,?,?,?,2.0,0.0,0.0,2.0
SPAN,1.0,3.0,6.0,1.0,1.0,?,0.4,?,1.0,2.0,0.0,?,?
SPAN,?,?,2.0,2.0,?,150.0,?,?,?,2.0,0.0,?,?
SPAN,?,?,6.0,7.0,?,0.0,?,?,?,2.0,0.0,?,?
SPAN,?,?,0.0,7.0,?,630.0,?,?,?,2.0,0.0,?,?
SPAN,?,?,4.0,2.0,?,630.0,0.4,?,?,?,0.0,?,2.0
SPAN,?,?,6.0,2.0,?,630.0,0.4,?,?,?,0.0,?,2.0
SPAN,1.0,?,?,0.0,?,630.0,0.4,?,0.0,?,0.0,?,?
SPAN,1.0,?,1.0,?,1.0,?,?,?,0.0,2.0,0.0,0.0,?
SPAN,?,?,5.0,1.0,1.0,?,?,0.0,?,2.0,0.0,0.0,2.0
SPAN,1.0,3.0,6.0,2.0,1.0,?,0.4,0.0,?,2.0,0.0,0.0,?
SPAN,?,?,2.0,1.0,?,150.0,?,?,?,?,0.0,?,?
SPAN,?,?,6.0,2.0,?,70.0,?,?,?,?,0.0,?,?
SPAN,?,?,6.0,6.0,?,0.0,?,?,?,?,0.0,?,?
SPAN,?,?,0.0,7.0,1.0,?,?,?,?,?,0.0,?,2.0
SPAN,1.0,?,0.0,?,?,?,0.4,?,?,?,0.0,?,2.0
SPAN,?,?,1.0,3.0,?,?,?,?,0.0,?,0.0,0.0,2.0
SPAN,?,?,6.0,0.0,?,?,?,?,0.0,?,0.0,0.0,2.0
SPAN,?,?,?,2.0,?,310.0,0.4,?,?,?,0.0,1.0,2.0
SPAN,1.0,3.0,5.0,2.0,1.0,?,0.4,?,?,2.0,0.0,0.0,?
SPAN,1.0,3.0,6.0,1.0,1.0,?,0.4,?,?,2.0,0.0,1.0,?
SPAN,1.0,?,0.0,?,1.0,?,?,?,?,2.0,0.0,?,?
SPAN,1.0,?,6.0,?,?,0.0,?,?,?,?,0.0,0.0,?
SPAN,?,?,6.0,0.0,?,?,0.4,0.0,?,?,0.0,?,2.0
SPAN,1.0,?,6.0,2.0,1.0,630.0,0.4,0.0,?,?,0.0,?,?
SPAN,?,?,2.0,0.0,?,?,0.4,?,?,?,0.0,?,?
SPAN,?,?,1.0,1.0,?,?,0.4,?,?,?,0.0,?,?
SPAN,?,?,0.0,6.0,?,?,0.4,?,?,?,0.0,?,?
SPAN,?,?,2.0,2.0,?,150.0,0.4,?,?,?,0.0,?,?
SPAN,?,?,2.0,1.0,?,630.0,0.4,?,?,?,0.0,?,?
SPAN,?,?,0.0,7.0,?,630.0,0.4,?,?,?,0.0,?,?
SPAN,?,?,2.0,2.0,1.0,?,?,?,1.0,2.0,0.0,0.0,?
SPAN,1.0,?,1.0,5.0,?,?,0.4,?,0.0,?,0.0,?,2.0
SPAN,?,?,4.0,1.0,?,?,0.4,0.0,?,2.0,0.0,1.0,2.0
SPAN,1.0,?,1.0,4.0,?,?,?,?,0.0,?,0.0,0.0,2.0
SPAN,1.0,?,?,1.0,?,630.0,0.4,?,?,?,0.0,1.0,?
SPAN,1.0,?,1.0,?,?,630.0,0.4,?,?,?,0.0,?,2.0
SPAN,?,?,1.0,6.0,1.0,?,0.4,?,0.0,?,0.0,?,?
SPAN,1.0,?,1.0,15.0,?,630.0,?,?,?,2.0,0.0,0.0,?
SPAN,?,?,6.0,0.0,?,?,?,?,?,?,0.0,0.0,2.0
SPAN,?,?,4.0,0.0,?,?,?,?,?,?,0.0,1.0,2.0
SPAN,?,?,1.0,2.0,?,?,?,?,?,?,0.0,0.0,2.0
SPAN,1.0,?,6.0,?,?,0.0,?,0.0,?,?,0.0,?,?
SPAN,?,?,?,2.0,?,30.0,?,?,?,?,0.0,?,2.0
SPAN,?,?,?,7.0,?,0.0,?,?,?,?,0.0,?,2.0
SPAN,?,?,?,0.0,?,70.0,?,?,?,?,0.0,?,2.0
SPAN,?,3.0,2.0,2.0,1.0,630.0,?,?,?,?,0.0,0.0,?
SPAN,1.0,3.0,1.0,15.0,?,150.0,?,?,?,?,0.0,?,2.0
SPAN,1.0,?,1.0,15.0,?,630.0,?,?,?,?,0.0,0.0,2.0
SPAN,1.0,?,0.0,6.0,1.0,?,?,?,?,?,0.0,?,?
SPAN,1.0,?,?,0.0,?,150.0,?,?,?,?,0.0,0.0,?
SPAN,1.0,?,?,7.0,?,0.0,?,?,?,?,0.0,0.0,?
SPAN,1.0,3.0,?,0.0,?,?,0.4,?,?,?,0.0,?,?
SPAN,1.0,?,?,0.0,?,150.0,?,?,?,2.0,0.0,?,?
SPAN,1.0,?,?,1.0,?,70.0,?,?,?,2.0,0.0,?,?
SPAN,1.0,3.0,?,2.0,?,630.0,0.4,0.0,?,2.0,0.0,?,?
SPAN,?,?,5.0,1.0,1.0,?,?,?,?,2.0,0.0,0.0,2.0
SPAN,?,?,3.0,2.0,1.0,?,?,?,?,2.0,0.0,0.0,2.0
SPAN,1.0,?,?,2.0,?,70.0,?,1.0,0.0,?,0.0,?,?
SPAN,?,?,2.0,2.0,1.0,150.0,?,?,?,?,0.0,?,?
SPAN,?,?,6.0,7.0,1.0,0.0,?,?,?,?,0.0,?,?
SPAN,?,?,0.0,7.0,1.0,630.0,?,?,?,?,0.0,?,?
SPAN,1.0,3.0,5.0,2.0,?,630.0,0.4,?,?,2.0,0.0,?,?
SPAN,1.0,?,?,?,1.0,0.0,?,?,?,?,0.0,0.0,?
SPAN,1.0,?,?,0.0,?,630.0,0.4,0.0,?,?,0.0,?,?
SPAN,1.0,?,?,2.0,?,630.0,0.4,?,?,?,0.0,1.0,2.0
SPAN,?,?,6.0,1.0,?,630.0,?,?,?,?,0.0,0.0,2.0
SPAN,?,?,4.0,2.0,?,630.0,?,?,?,?,0.0,0.0,2.0
SPAN,?,?,1.0,7.0,?,630.0,?,?,?,?,0.0,0.0,2.0
SPAN,1.0,?,?,2.0,?,630.0,0.4,0.0,?,2.0,0.0,1.0,?
SPAN,?,?,1.0,2.0,?,?,0.4,?,?,?,0.0,?,2.0
SPAN,?,?,0.0,7.0,?,?,0.4,?,?,?,0.0,?,2.0
SPAN,?,3.0,1.0,5.0,?,?,0.4,?,0.0,?,0.0,?,2.0
SPAN,1.0,?,0.0,?,1.0,630.0,?,?,?,?,0.0,?,?
SPAN,1.0,?,1.0,?,1.0,30.0,?,?,?,?,0.0,?,?
SPAN,1.0,?,1.0,2.0,?,?,?,?,?,?,0.0,0.0,2.0
SPAN,1.0,?,1.0,?,?,630.0,0.4,?,?,2.0,0.0,?,?
SPAN,?,?,?,2.0,?,30.0,?,?,0.0,?,0.0,?,?
SPAN,1.0,3.0,1.0,?,1.0,630.0,?,?,0.0,?,0.0,0.0,?
SPAN,1.0,?,?,2.0,1.0,630.0,0.4,?,0.0,?,0.0,1.0,?
SPAN,1.0,?,3.0,2.0,1.0,?,?,?,?,2.0,0.0,0.0,?
SPAN,1.0,?,1.0,31.0,1.0,?,?,?,?,2.0,0.0,0.0,?
SPAN,1.0,3.0,6.0,2.0,1.0,?,?,?,?,2.0,0.0,0.0,2.0
SPAN,1.0,?,4.0,?,?,0.0,?,?,?,?,0.0,?,2.0
SPAN,1.0,?,1.0,?,?,70.0,?,?,?,?,0.0,?,2.0
SPAN,1.0,?,6.0,0.0,?,630.0,?,?,?,?,0.0,?,?
SPAN,1.0,?,3.0,2.0,?,150.0,?,?,?,?,0.0,?,?
SPAN,1.0,?,6.0,31.0,?,0.0,?,?,?,?,0.0,?,?
SPAN,1.0,?,0.0,31.0,?,630.0,?,?,?,?,0.0,?,?
SPAN,?,?,?,2.0,?,150.0,0.4,?,?,?,0.0,?,2.0
SPAN,?,?,?,0.0,?,630.0,0.4,?,?,?,0.0,?,2.0
SPAN,0.0,?,?,?,?,?,?,?,?,?,0.0,?,?
SPAN,1.0,?,6.0,0.0,?,?,?,0.0,?,?,0.0,?,?
SPAN,?,3.0,?,7.0,?,0.0,?,?,?,2.0,0.0,?,?
SPAN,?,?,?,2.0,?,630.0,0.4,?,0.0,?,0.0,1.0,2.0
